Income,Recency,NumWebVisitsMonth,Complain,age,total_purchases,enrollment_years,family_size
63777.0,87,8,0,42,26,9,4
57967.0,39,5,0,59,19,9,2
24434.0,9,7,0,49,7,8,4
11012.0,82,9,0,37,9,9,2
44802.0,71,8,0,51,27,10,1
26816.0,50,4,0,35,4,10,1
34421.0,81,7,0,47,4,9,3
61223.0,46,5,0,54,18,9,3
64014.0,56,7,0,75,22,8,5
56981.0,91,6,0,40,19,8,1
69245.0,8,3,0,65,23,8,3
52869.0,40,7,0,67,11,10,4
